2024-06-05 15:52:11,2,ccc,6,2024-06-05 15:52:11,2,14.793348859373378
2024-06-05 15:52:16,1,bbb,7,2024-06-05 15:52:12,1,17.78645713383513
2024-06-05 15:52:17,1,ccc,4,2024-06-05 15:52:12,1,17.78645713383513
2024-06-05 15:52:18,1,aaa,4,2024-06-05 15:52:12,1,17.78645713383513
2024-06-05 15:52:20,1,ccc,5,2024-06-05 15:52:12,1,17.78645713383513
2024-06-05 15:52:11,2,ccc,6,2024-06-05 15:52:13,2,20.591026892828303
2024-06-05 15:52:12,3,ccc,3,2024-06-05 15:52:14,3,19.943795308611488
2024-06-05 15:52:13,3,aaa,4,2024-06-05 15:52:14,3,19.943795308611488
2024-06-05 15:52:14,3,bbb,3,2024-06-05 15:52:14,3,19.943795308611488
2024-06-05 15:52:15,3,bbb,5,2024-06-05 15:52:14,3,19.943795308611488
2024-06-05 15:52:19,3,aaa,6,2024-06-05 15:52:14,3,19.943795308611488
2024-06-05 15:52:21,3,bbb,1,2024-06-05 15:52:14,3,19.943795308611488
2024-06-05 15:52:22,3,bbb,8,2024-06-05 15:52:14,3,19.943795308611488
2024-06-05 15:52:23,3,aaa,5,2024-06-05 15:52:14,3,19.943795308611488
2024-06-05 15:52:11,2,ccc,6,2024-06-05 15:52:15,2,12.79530872906987
2024-06-05 15:52:24,2,aaa,2,2024-06-05 15:52:15,2,12.79530872906987
2024-06-05 15:52:25,2,ccc,5,2024-06-05 15:52:15,2,12.79530872906987
2024-06-05 15:52:12,3,ccc,3,2024-06-05 15:52:16,3,15.309219839012545
2024-06-05 15:52:13,3,aaa,4,2024-06-05 15:52:16,3,15.309219839012545
2024-06-05 15:52:14,3,bbb,3,2024-06-05 15:52:16,3,15.309219839012545
2024-06-05 15:52:15,3,bbb,5,2024-06-05 15:52:16,3,15.309219839012545
2024-06-05 15:52:19,3,aaa,6,2024-06-05 15:52:16,3,15.309219839012545
2024-06-05 15:52:21,3,bbb,1,2024-06-05 15:52:16,3,15.309219839012545
2024-06-05 15:52:22,3,bbb,8,2024-06-05 15:52:16,3,15.309219839012545
2024-06-05 15:52:23,3,aaa,5,2024-06-05 15:52:16,3,15.309219839012545
2024-06-05 15:52:26,3,ccc,4,2024-06-05 15:52:16,3,15.309219839012545
2024-06-05 15:52:12,3,ccc,3,2024-06-05 15:52:17,3,17.381648929917002
2024-06-05 15:52:13,3,aaa,4,2024-06-05 15:52:17,3,17.381648929917002
2024-06-05 15:52:14,3,bbb,3,2024-06-05 15:52:17,3,17.381648929917002
2024-06-05 15:52:15,3,bbb,5,2024-06-05 15:52:17,3,17.381648929917002
2024-06-05 15:52:19,3,aaa,6,2024-06-05 15:52:17,3,17.381648929917002
2024-06-05 15:52:21,3,bbb,1,2024-06-05 15:52:17,3,17.381648929917002
2024-06-05 15:52:22,3,bbb,8,2024-06-05 15:52:17,3,17.381648929917002
2024-06-05 15:52:23,3,aaa,5,2024-06-05 15:52:17,3,17.381648929917002
2024-06-05 15:52:26,3,ccc,4,2024-06-05 15:52:17,3,17.381648929917002
2024-06-05 15:52:27,3,bbb,6,2024-06-05 15:52:17,3,17.381648929917002
2024-06-05 15:52:16,1,bbb,7,2024-06-05 15:52:18,1,5.605024679147739
2024-06-05 15:52:17,1,ccc,4,2024-06-05 15:52:18,1,5.605024679147739
2024-06-05 15:52:18,1,aaa,4,2024-06-05 15:52:18,1,5.605024679147739
2024-06-05 15:52:20,1,ccc,5,2024-06-05 15:52:18,1,5.605024679147739
2024-06-05 15:52:28,1,ccc,5,2024-06-05 15:52:18,1,5.605024679147739
2024-06-05 15:52:11,2,ccc,6,2024-06-05 15:52:19,2,17.71645127991409
2024-06-05 15:52:24,2,aaa,2,2024-06-05 15:52:19,2,17.71645127991409
2024-06-05 15:52:25,2,ccc,5,2024-06-05 15:52:19,2,17.71645127991409
2024-06-05 15:52:29,2,ccc,4,2024-06-05 15:52:19,2,17.71645127991409
2024-06-05 15:52:16,1,bbb,7,2024-06-05 15:52:20,1,16.067734707866038
2024-06-05 15:52:17,1,ccc,4,2024-06-05 15:52:20,1,16.067734707866038
2024-06-05 15:52:18,1,aaa,4,2024-06-05 15:52:20,1,16.067734707866038
2024-06-05 15:52:20,1,ccc,5,2024-06-05 15:52:20,1,16.067734707866038
2024-06-05 15:52:28,1,ccc,5,2024-06-05 15:52:20,1,16.067734707866038
2024-06-05 15:52:12,3,ccc,3,2024-06-05 15:52:21,3,14.057160248735945
2024-06-05 15:52:13,3,aaa,4,2024-06-05 15:52:21,3,14.057160248735945
2024-06-05 15:52:14,3,bbb,3,2024-06-05 15:52:21,3,14.057160248735945
2024-06-05 15:52:15,3,bbb,5,2024-06-05 15:52:21,3,14.057160248735945
2024-06-05 15:52:19,3,aaa,6,2024-06-05 15:52:21,3,14.057160248735945
2024-06-05 15:52:21,3,bbb,1,2024-06-05 15:52:21,3,14.057160248735945
2024-06-05 15:52:22,3,bbb,8,2024-06-05 15:52:21,3,14.057160248735945
2024-06-05 15:52:23,3,aaa,5,2024-06-05 15:52:21,3,14.057160248735945
2024-06-05 15:52:26,3,ccc,4,2024-06-05 15:52:21,3,14.057160248735945
2024-06-05 15:52:27,3,bbb,6,2024-06-05 15:52:21,3,14.057160248735945
2024-06-05 15:52:30,3,aaa,5,2024-06-05 15:52:21,3,14.057160248735945
2024-06-05 15:52:31,3,bbb,6,2024-06-05 15:52:21,3,14.057160248735945
2024-06-05 15:52:24,2,aaa,2,2024-06-05 15:52:22,2,18.215783540031815
2024-06-05 15:52:25,2,ccc,5,2024-06-05 15:52:22,2,18.215783540031815
2024-06-05 15:52:29,2,ccc,4,2024-06-05 15:52:22,2,18.215783540031815
2024-06-05 15:52:16,1,bbb,7,2024-06-05 15:52:23,1,15.741497151152235
2024-06-05 15:52:17,1,ccc,4,2024-06-05 15:52:23,1,15.741497151152235
2024-06-05 15:52:18,1,aaa,4,2024-06-05 15:52:23,1,15.741497151152235
2024-06-05 15:52:20,1,ccc,5,2024-06-05 15:52:23,1,15.741497151152235
2024-06-05 15:52:28,1,ccc,5,2024-06-05 15:52:23,1,15.741497151152235
2024-06-05 15:52:33,1,bbb,3,2024-06-05 15:52:23,1,15.741497151152235
2024-06-05 15:52:16,1,bbb,7,2024-06-05 15:52:24,1,6.42953519411393
2024-06-05 15:52:17,1,ccc,4,2024-06-05 15:52:24,1,6.42953519411393
2024-06-05 15:52:18,1,aaa,4,2024-06-05 15:52:24,1,6.42953519411393
2024-06-05 15:52:20,1,ccc,5,2024-06-05 15:52:24,1,6.42953519411393
2024-06-05 15:52:28,1,ccc,5,2024-06-05 15:52:24,1,6.42953519411393
2024-06-05 15:52:33,1,bbb,3,2024-06-05 15:52:24,1,6.42953519411393
2024-06-05 15:52:16,1,bbb,7,2024-06-05 15:52:25,1,18.493297060910898
2024-06-05 15:52:17,1,ccc,4,2024-06-05 15:52:25,1,18.493297060910898
2024-06-05 15:52:18,1,aaa,4,2024-06-05 15:52:25,1,18.493297060910898
2024-06-05 15:52:20,1,ccc,5,2024-06-05 15:52:25,1,18.493297060910898
2024-06-05 15:52:28,1,ccc,5,2024-06-05 15:52:25,1,18.493297060910898
2024-06-05 15:52:33,1,bbb,3,2024-06-05 15:52:25,1,18.493297060910898
2024-06-05 15:52:35,1,ccc,4,2024-06-05 15:52:25,1,18.493297060910898
