2024-06-05 15:52:11,2,ccc,6,2024-06-05 15:52:11,14.79
2024-06-05 15:52:11,2,ccc,6,2024-06-05 15:52:13,20.59
2024-06-05 15:52:12,3,ccc,3,2024-06-05 15:52:14,19.94
2024-06-05 15:52:13,3,aaa,4,2024-06-05 15:52:14,19.94
2024-06-05 15:52:14,3,bbb,3,2024-06-05 15:52:14,19.94
2024-06-05 15:52:15,3,bbb,5,2024-06-05 15:52:14,19.94
2024-06-05 15:52:11,2,ccc,6,2024-06-05 15:52:15,12.8
2024-06-05 15:52:16,1,bbb,7,2024-06-05 15:52:12,17.79
2024-06-05 15:52:12,3,ccc,3,2024-06-05 15:52:16,15.31
2024-06-05 15:52:13,3,aaa,4,2024-06-05 15:52:16,15.31
2024-06-05 15:52:14,3,bbb,3,2024-06-05 15:52:16,15.31
2024-06-05 15:52:15,3,bbb,5,2024-06-05 15:52:16,15.31
2024-06-05 15:52:17,1,ccc,4,2024-06-05 15:52:12,17.79
2024-06-05 15:52:12,3,ccc,3,2024-06-05 15:52:17,17.38
2024-06-05 15:52:13,3,aaa,4,2024-06-05 15:52:17,17.38
2024-06-05 15:52:14,3,bbb,3,2024-06-05 15:52:17,17.38
2024-06-05 15:52:15,3,bbb,5,2024-06-05 15:52:17,17.38
2024-06-05 15:52:16,1,bbb,7,2024-06-05 15:52:18,5.61
2024-06-05 15:52:17,1,ccc,4,2024-06-05 15:52:18,5.61
2024-06-05 15:52:18,1,aaa,4,2024-06-05 15:52:18,5.61
2024-06-05 15:52:19,3,aaa,6,2024-06-05 15:52:14,19.94
2024-06-05 15:52:19,3,aaa,6,2024-06-05 15:52:16,15.31
2024-06-05 15:52:19,3,aaa,6,2024-06-05 15:52:17,17.38
2024-06-05 15:52:20,1,ccc,5,2024-06-05 15:52:18,5.61
2024-06-05 15:52:16,1,bbb,7,2024-06-05 15:52:20,16.07
2024-06-05 15:52:17,1,ccc,4,2024-06-05 15:52:20,16.07
2024-06-05 15:52:18,1,aaa,4,2024-06-05 15:52:20,16.07
2024-06-05 15:52:20,1,ccc,5,2024-06-05 15:52:20,16.07
2024-06-05 15:52:21,3,bbb,1,2024-06-05 15:52:16,15.31
2024-06-05 15:52:21,3,bbb,1,2024-06-05 15:52:17,17.38
2024-06-05 15:52:19,3,aaa,6,2024-06-05 15:52:21,14.06
2024-06-05 15:52:21,3,bbb,1,2024-06-05 15:52:21,14.06
2024-06-05 15:52:22,3,bbb,8,2024-06-05 15:52:17,17.38
2024-06-05 15:52:22,3,bbb,8,2024-06-05 15:52:21,14.06
2024-06-05 15:52:23,3,aaa,5,2024-06-05 15:52:21,14.06
2024-06-05 15:52:18,1,aaa,4,2024-06-05 15:52:23,15.74
2024-06-05 15:52:20,1,ccc,5,2024-06-05 15:52:23,15.74
2024-06-05 15:52:24,2,aaa,2,2024-06-05 15:52:19,17.72
2024-06-05 15:52:24,2,aaa,2,2024-06-05 15:52:22,18.22
2024-06-05 15:52:20,1,ccc,5,2024-06-05 15:52:24,6.43
2024-06-05 15:52:25,2,ccc,5,2024-06-05 15:52:22,18.22
2024-06-05 15:52:20,1,ccc,5,2024-06-05 15:52:25,18.49
2024-06-05 15:52:26,3,ccc,4,2024-06-05 15:52:21,14.06
2024-06-05 15:52:21,3,bbb,1,2024-06-05 15:52:26,20.77
2024-06-05 15:52:22,3,bbb,8,2024-06-05 15:52:26,20.77
2024-06-05 15:52:23,3,aaa,5,2024-06-05 15:52:26,20.77
2024-06-05 15:52:26,3,ccc,4,2024-06-05 15:52:26,20.77
2024-06-05 15:52:27,3,bbb,6,2024-06-05 15:52:26,20.77
2024-06-05 15:52:24,2,aaa,2,2024-06-05 15:52:27,11.57
2024-06-05 15:52:25,2,ccc,5,2024-06-05 15:52:27,11.57
2024-06-05 15:52:28,1,ccc,5,2024-06-05 15:52:23,15.74
2024-06-05 15:52:28,1,ccc,5,2024-06-05 15:52:24,6.43
2024-06-05 15:52:28,1,ccc,5,2024-06-05 15:52:25,18.49
2024-06-05 15:52:24,2,aaa,2,2024-06-05 15:52:28,14.82
2024-06-05 15:52:25,2,ccc,5,2024-06-05 15:52:28,14.82
2024-06-05 15:52:29,2,ccc,4,2024-06-05 15:52:27,11.57
2024-06-05 15:52:29,2,ccc,4,2024-06-05 15:52:28,14.82
2024-06-05 15:52:26,3,ccc,4,2024-06-05 15:52:29,17.31
2024-06-05 15:52:27,3,bbb,6,2024-06-05 15:52:29,17.31
2024-06-05 15:52:30,3,aaa,5,2024-06-05 15:52:26,20.77
2024-06-05 15:52:30,3,aaa,5,2024-06-05 15:52:29,17.31
2024-06-05 15:52:28,1,ccc,5,2024-06-05 15:52:30,19.86
2024-06-05 15:52:31,3,bbb,6,2024-06-05 15:52:26,20.77
2024-06-05 15:52:31,3,bbb,6,2024-06-05 15:52:29,17.31
2024-06-05 15:52:26,3,ccc,4,2024-06-05 15:52:31,10.93
2024-06-05 15:52:27,3,bbb,6,2024-06-05 15:52:31,10.93
2024-06-05 15:52:30,3,aaa,5,2024-06-05 15:52:31,10.93
2024-06-05 15:52:31,3,bbb,6,2024-06-05 15:52:31,10.93
2024-06-05 15:52:32,3,bbb,1,2024-06-05 15:52:29,17.31
2024-06-05 15:52:32,3,bbb,1,2024-06-05 15:52:31,10.93
2024-06-05 15:52:27,3,bbb,6,2024-06-05 15:52:32,17.92
2024-06-05 15:52:30,3,aaa,5,2024-06-05 15:52:32,17.92
2024-06-05 15:52:31,3,bbb,6,2024-06-05 15:52:32,17.92
2024-06-05 15:52:32,3,bbb,1,2024-06-05 15:52:32,17.92
2024-06-05 15:52:33,1,bbb,3,2024-06-05 15:52:30,19.86
2024-06-05 15:52:29,2,ccc,4,2024-06-05 15:52:33,15.05
2024-06-05 15:52:34,3,aaa,2,2024-06-05 15:52:29,17.31
2024-06-05 15:52:34,3,aaa,2,2024-06-05 15:52:31,10.93
2024-06-05 15:52:34,3,aaa,2,2024-06-05 15:52:32,17.92
